Board,Jugador,Subasta_Real,Subasta_Predicha,Grilla_Predicha,Min_HCP,Max_HCP,Min_S,Max_S,Min_H,Max_H,Min_D,Max_D,Min_C,Max_C,Grilla,Force,Es_Correcta,Confianza,Subasta_Previa
50,W,Pass,Pass,0,6.56,6.56,0.0,5.92,0.0,6.04,0.0,6.27,0.0,6.27,0,No,SI,1.0000,Pass - 2NT - Pass - 3Tre - Pass - 3NT - Pass - 4Cor - Pass - Pass
51,S,1Dia,1Dia,130,16.71,16.71,0.0,4.59,0.0,4.37,3.08,7.53,0.33,5.62,130,No,SI,0.9966,
51,W,Pass,Pass,0,5.93,5.93,0.0,5.64,0.0,5.98,0.0,5.95,0.0,5.95,0,No,SI,0.8709,1Dia
51,N,1Pic,1Pic,170,15.44,15.44,3.85,6.99,0.43,4.66,0.44,5.29,0.0,4.98,170,Si,SI,1.0000,1Dia - Pass
51,E,Pass,Pass,0,6.68,6.68,0.0,5.69,0.0,5.67,0.0,5.56,0.0,5.64,0,No,SI,0.8920,1Dia - Pass - 1Pic
51,S,2Dia,3Tre,310,5.93,5.93,0.64,2.78,0.05,2.88,0.58,3.39,2.01,4.0,230,No,NO,0.3875,1Dia - Pass - 1Pic - Pass
51,W,Pass,Pass,0,6.3,6.3,0.0,5.69,0.0,5.8,0.0,5.89,0.0,6.02,0,No,SI,0.9916,1Dia - Pass - 1Pic - Pass - 2Dia
51,N,3Tre,4Tre,410,15.87,15.87,0.0,4.05,0.0,3.34,2.69,5.34,0.58,4.72,310,Si,NO,0.9041,1Dia - Pass - 1Pic - Pass - 2Dia - Pass
51,E,Pass,Pass,0,6.87,6.87,0.0,6.01,0.0,6.1,0.0,5.88,0.0,5.9,0,No,SI,0.9990,1Dia - Pass - 1Pic - Pass - 2Dia - Pass - 3Tre
51,S,3Pic,Pass,0,11.03,11.03,1.66,4.36,0.98,4.34,1.34,4.66,1.61,4.71,370,Si,NO,0.8207,1Dia - Pass - 1Pic - Pass - 2Dia - Pass - 3Tre - Pass
51,W,Pass,Pass,0,6.48,6.48,0.0,5.72,0.0,5.94,0.0,6.02,0.0,6.02,0,No,SI,0.9940,1Dia - Pass - 1Pic - Pass - 2Dia - Pass - 3Tre - Pass - 3Pic
51,N,4Pic,4Tre,410,16.67,16.67,0.7,4.63,0.0,3.87,2.3,5.49,0.73,5.03,470,No,NO,0.9682,1Dia - Pass - 1Pic - Pass - 2Dia - Pass - 3Tre - Pass - 3Pic - Pass
51,E,Pass,Pass,0,5.93,5.93,0.0,5.12,0.0,5.58,0.0,5.28,0.0,5.28,0,No,SI,0.9989,1Dia - Pass - 1Pic - Pass - 2Dia - Pass - 3Tre - Pass - 3Pic - Pass - 4Pic
51,S,Pass,Pass,0,9.9,9.9,1.43,4.12,0.86,4.26,1.06,4.44,1.46,4.48,0,No,SI,0.8691,1Dia - Pass - 1Pic - Pass - 2Dia - Pass - 3Tre - Pass - 3Pic - Pass - 4Pic - Pass
51,W,Pass,Pass,0,6.36,6.36,0.0,5.53,0.0,5.73,0.0,5.72,0.0,5.63,0,No,SI,1.0000,1Dia - Pass - 1Pic - Pass - 2Dia - Pass - 3Tre - Pass - 3Pic - Pass - 4Pic - Pass - Pass
52,W,1Pic,1Pic,170,13.73,13.73,3.06,6.4,0.93,4.93,0.0,4.91,0.0,4.95,170,No,SI,0.9992,
52,N,Pass,Pass,0,6.15,6.15,0.0,5.36,0.0,5.44,0.0,5.43,0.0,5.5,0,No,SI,0.8427,1Pic
52,E,3Dia,1Pic,170,5.45,5.45,1.42,3.41,0.41,3.0,0.0,2.89,0.13,2.96,330,Si,NO,1.0000,1Pic - Pass
52,S,Pass,Pass,0,6.15,6.15,0.0,5.5,0.0,5.56,0.0,5.66,0.0,5.72,0,No,SI,0.9955,1Pic - Pass - 3Dia
52,W,3Cor,4Pic,470,15.95,15.95,1.55,3.55,1.11,3.12,1.46,3.78,0.83,4.03,350,Si,NO,0.6569,1Pic - Pass - 3Dia - Pass
52,N,Pass,Pass,0,6.44,6.44,0.0,5.75,0.0,5.81,0.0,5.68,0.0,5.74,0,No,SI,0.9998,1Pic - Pass - 3Dia - Pass - 3Cor
52,E,4Pic,Pass,0,6.42,6.42,0.0,4.67,0.0,4.97,0.0,5.47,0.48,5.54,470,No,NO,0.8894,1Pic - Pass - 3Dia - Pass - 3Cor - Pass
52,S,Pass,Pass,0,6.26,6.26,0.0,5.67,0.0,5.89,0.0,5.91,0.0,5.92,0,No,SI,0.9995,1Pic - Pass - 3Dia - Pass - 3Cor - Pass - 4Pic
52,W,Pass,4Pic,470,14.81,14.81,1.48,3.39,1.15,3.2,1.45,3.64,0.97,3.88,0,No,NO,0.7429,1Pic - Pass - 3Dia - Pass - 3Cor - Pass - 4Pic - Pass
52,N,Pass,Pass,0,6.62,6.62,0.0,5.79,0.0,6.06,0.0,5.82,0.0,5.78,0,No,SI,0.9999,1Pic - Pass - 3Dia - Pass - 3Cor - Pass - 4Pic - Pass - Pass
53,N,Pass,Pass,0,6.12,6.12,0.0,5.24,0.0,5.47,0.0,5.62,0.0,5.48,0,No,SI,0.9410,
53,E,Pass,Pass,0,5.66,5.66,0.0,5.37,0.0,5.88,0.0,5.73,0.0,5.62,0,No,SI,0.9605,Pass
53,S,1Dia,1Dia,130,16.05,16.05,0.0,4.39,0.0,4.23,2.77,6.93,0.51,5.35,130,No,SI,0.9903,Pass - Pass
53,W,1Pic,2Cor,250,9.81,9.81,1.15,3.51,1.18,3.59,0.75,3.64,0.84,3.86,170,No,NO,0.6084,Pass - Pass - 1Dia
53,N,X,2Pic,270,7.48,7.48,0.02,4.11,1.56,5.66,0.0,4.62,0.76,5.25,171,No,NO,0.4102,Pass - Pass - 1Dia - 1Pic
53,E,2Cor,2Pic,270,3.08,3.08,1.33,2.27,0.0,1.25,0.0,1.2,0.0,1.61,250,Si,NO,1.0000,Pass - Pass - 1Dia - 1Pic - X
53,S,X,2Pic,270,14.56,14.56,1.38,4.61,2.5,5.66,0.0,4.68,1.05,5.58,251,No,NO,0.9950,Pass - Pass - 1Dia - 1Pic - X - 2Cor
53,W,3Pic,Pass,0,9.96,9.96,1.2,4.18,2.55,5.2,0.0,4.25,0.48,4.66,370,No,NO,0.9076,Pass - Pass - 1Dia - 1Pic - X - 2Cor - X
53,N,Pass,4Cor,450,7.8,7.8,0.43,4.91,3.17,7.61,0.0,5.78,0.0,6.11,0,No,NO,0.7868,Pass - Pass - 1Dia - 1Pic - X - 2Cor - X - 3Pic
53,E,Pass,4Cor,450,4.93,4.93,1.74,3.02,0.0,1.63,0.02,1.85,0.0,2.12,0,No,NO,0.8728,Pass - Pass - 1Dia - 1Pic - X - 2Cor - X - 3Pic - Pass
53,S,Pass,4Cor,450,16.12,16.12,1.09,4.73,3.36,6.59,0.34,5.27,0.76,5.44,0,No,NO,0.8963,Pass - Pass - 1Dia - 1Pic - X - 2Cor - X - 3Pic - Pass - Pass
54,E,Pass,Pass,0,6.08,6.08,0.0,5.27,0.0,5.7,0.0,5.57,0.0,5.51,0,No,SI,0.9481,
54,S,1NT,1NT,190,16.39,16.39,2.05,4.67,1.59,4.43,2.11,4.89,2.06,5.02,190,No,SI,0.9926,Pass
54,W,Pass,Pass,0,6.29,6.29,0.0,5.58,0.0,5.58,0.0,5.84,0.0,5.95,0,No,SI,0.9121,Pass - 1NT
54,N,2Tre,1NT,190,4.51,4.51,1.55,2.68,0.0,1.51,0.07,1.72,0.0,1.93,210,Si,NO,1.0000,Pass - 1NT - Pass
54,E,Pass,Pass,0,5.96,5.96,0.0,5.02,0.0,4.95,0.0,4.98,0.0,4.81,0,No,SI,0.9998,Pass - 1NT - Pass - 2Tre
54,S,2Pic,2Cor,250,15.5,15.5,1.79,4.31,2.04,4.61,1.7,4.64,1.86,4.74,270,No,NO,0.8730,Pass - 1NT - Pass - 2Tre - Pass
54,W,Pass,Pass,0,6.44,6.44,0.0,5.54,0.0,5.9,0.0,5.73,0.0,5.62,0,No,SI,0.9984,Pass - 1NT - Pass - 2Tre - Pass - 2Pic
54,N,4Pic,4Cor,450,9.81,9.81,1.01,4.67,2.97,6.07,0.0,4.9,0.37,5.12,470,No,NO,0.9054,Pass - 1NT - Pass - 2Tre - Pass - 2Pic - Pass
54,E,Pass,Pass,0,5.57,5.57,0.0,5.1,0.0,5.13,0.0,5.46,0.0,5.48,0,No,SI,0.9912,Pass - 1NT - Pass - 2Tre - Pass - 2Pic - Pass - 4Pic
54,S,Pass,Pass,0,14.71,14.71,1.88,4.36,1.6,4.3,1.71,4.51,1.89,4.82,0,No,SI,0.8845,Pass - 1NT - Pass - 2Tre - Pass - 2Pic - Pass - 4Pic - Pass
54,W,Pass,Pass,0,6.32,6.32,0.0,5.63,0.0,5.73,0.0,5.86,0.0,5.72,0,No,SI,1.0000,Pass - 1NT - Pass - 2Tre - Pass - 2Pic - Pass - 4Pic - Pass - Pass
55,S,3Dia,3Tre,310,9.67,9.67,0.0,3.52,0.0,3.69,1.77,7.33,3.46,7.11,330,No,NO,0.4968,
55,W,Pass,Pass,0,5.88,5.88,0.0,5.31,0.0,5.63,0.0,5.69,0.0,5.69,0,No,SI,0.9281,3Dia
55,N,4Dia,4Tre,410,6.87,6.87,0.0,3.86,0.0,4.21,0.07,4.66,0.19,4.5,430,No,NO,0.6453,3Dia - Pass
55,E,Pass,Pass,0,6.23,6.23,0.0,5.7,0.0,5.76,0.0,5.67,0.0,5.67,0,No,SI,0.9989,3Dia - Pass - 4Dia
55,S,Pass,4NT,490,9.05,9.05,0.0,3.19,0.0,3.88,2.08,5.86,1.72,5.6,0,No,NO,0.7757,3Dia - Pass - 4Dia - Pass
55,W,Pass,Pass,0,6.17,6.17,0.0,5.67,0.0,5.84,0.0,5.99,0.0,6.01,0,No,SI,0.9999,3Dia - Pass - 4Dia - Pass - Pass
56,W,1Pic,1Pic,170,13.73,13.73,3.06,6.4,0.93,4.93,0.0,4.91,0.0,4.95,170,No,SI,0.9992,
56,N,Pass,Pass,0,6.15,6.15,0.0,5.36,0.0,5.44,0.0,5.43,0.0,5.5,0,No,SI,0.8427,1Pic
56,E,2Cor,2Cor,250,18.42,18.42,1.38,4.65,1.64,4.77,0.99,4.72,0.59,5.13,250,Si,SI,0.5486,1Pic - Pass
56,S,Pass,Pass,0,6.54,6.54,0.0,5.87,0.0,5.82,0.0,5.93,0.0,5.99,0,No,SI,0.9579,1Pic - Pass - 2Cor
56,W,2Pic,2Cor,250,13.3,13.3,3.47,6.4,0.58,4.4,0.0,4.55,0.0,4.54,270,No,NO,0.9985,1Pic - Pass - 2Cor - Pass
56,N,Pass,Pass,0,6.91,6.91,0.0,5.7,0.0,5.98,0.0,5.51,0.0,5.45,0,No,SI,0.9998,1Pic - Pass - 2Cor - Pass - 2Pic
56,E,4Pic,3Pic,370,9.72,9.72,1.39,4.38,2.02,4.99,0.0,4.33,0.0,4.53,470,No,NO,0.4523,1Pic - Pass - 2Cor - Pass - 2Pic - Pass
56,S,Pass,Pass,0,6.27,6.27,0.0,5.81,0.0,5.93,0.0,5.97,0.0,5.92,0,No,SI,0.9999,1Pic - Pass - 2Cor - Pass - 2Pic - Pass - 4Pic
56,W,Pass,Pass,0,14.05,14.05,3.28,6.25,0.66,4.46,0.12,4.75,0.0,4.72,0,No,SI,0.9868,1Pic - Pass - 2Cor - Pass - 2Pic - Pass - 4Pic - Pass
56,N,Pass,Pass,0,6.61,6.61,0.0,5.66,0.0,5.81,0.0,5.56,0.0,5.55,0,No,SI,0.9999,1Pic - Pass - 2Cor - Pass - 2Pic - Pass - 4Pic - Pass - Pass
57,N,Pass,Pass,0,6.12,6.12,0.0,5.24,0.0,5.47,0.0,5.62,0.0,5.48,0,No,SI,0.9410,
57,E,1NT,1NT,190,18.07,18.07,2.16,4.73,1.56,4.35,2.37,5.03,2.08,5.08,190,No,SI,0.9891,Pass
57,S,Pass,Pass,0,6.27,6.27,0.0,5.77,0.0,5.7,0.0,5.8,0.0,5.86,0,No,SI,0.9601,Pass - 1NT
57,W,2Cor,2Dia,230,14.29,14.29,0.0,4.13,0.0,3.1,3.6,7.01,0.0,4.59,250,Si,NO,0.9866,Pass - 1NT - Pass
57,N,Pass,Pass,0,6.38,6.38,0.34,5.92,0.0,5.34,0.0,5.74,0.0,5.61,0,No,SI,0.9515,Pass - 1NT - Pass - 2Cor
57,E,2Pic,2Cor,250,11.6,11.6,3.08,5.62,0.0,3.39,0.41,4.01,0.36,4.2,270,No,NO,1.0000,Pass - 1NT - Pass - 2Cor - Pass
57,S,Pass,Pass,0,6.99,6.99,0.0,5.82,0.0,6.02,0.0,5.77,0.0,5.65,0,No,SI,1.0000,Pass - 1NT - Pass - 2Cor - Pass - 2Pic
57,W,Pass,3Dia,330,6.14,6.14,0.0,3.22,0.54,4.69,1.36,5.53,0.67,5.06,0,No,NO,0.3656,Pass - 1NT - Pass - 2Cor - Pass - 2Pic - Pass
57,N,Pass,Pass,0,6.02,6.02,0.0,5.64,0.0,5.31,0.0,5.66,0.0,5.47,0,No,SI,0.9900,Pass - 1NT - Pass - 2Cor - Pass - 2Pic - Pass - Pass
101,N,1Dia,1Dia,130,16.52,16.52,0.0,4.51,0.0,4.12,3.45,8.0,0.0,5.32,130,No,SI,0.9997,
101,E,2Pic,3Pic,370,5.74,5.74,5.63,6.19,0.0,3.27,0.0,4.01,0.0,3.93,270,No,NO,0.5688,1Dia
101,S,Pass,Pass,0,8.03,8.03,0.0,6.05,0.0,7.19,0.0,6.83,0.0,6.2,0,No,SI,1.0000,1Dia - 2Pic
101,W,Pass,Pass,0,6.01,6.01,0.0,4.24,0.0,5.24,0.0,5.16,0.27,4.73,0,No,SI,0.4597,1Dia - 2Pic - Pass
101,N,2NT,3NT,390,12.43,12.43,1.23,3.87,1.09,3.88,1.36,4.5,0.59,4.15,290,No,NO,0.9913,1Dia - 2Pic - Pass - Pass
101,E,Pass,4Pic,470,5.11,5.11,3.29,4.7,0.0,3.73,0.0,3.92,0.0,4.01,0,No,NO,0.7779,1Dia - 2Pic - Pass - Pass - 2NT
101,S,3NT,Pass,0,7.59,7.59,0.0,4.34,0.0,4.9,0.05,5.34,0.54,5.36,390,No,NO,0.9364,1Dia - 2Pic - Pass - Pass - 2NT - Pass
101,W,Pass,Pass,0,5.02,5.02,0.0,4.22,0.0,4.78,0.0,4.78,0.0,4.53,0,No,SI,1.0000,1Dia - 2Pic - Pass - Pass - 2NT - Pass - 3NT
101,N,Pass,Pass,0,12.52,12.52,1.22,3.86,1.15,3.98,1.39,4.51,1.14,4.35,0,No,SI,0.4006,1Dia - 2Pic - Pass - Pass - 2NT - Pass - 3NT - Pass
101,E,Pass,4Pic,470,4.27,4.27,2.67,4.08,0.0,3.42,0.0,3.51,0.0,3.57,0,No,NO,0.5008,1Dia - 2Pic - Pass - Pass - 2NT - Pass - 3NT - Pass - Pass
102,E,1NT,1NT,190,16.56,16.56,1.97,4.47,1.4,4.12,2.17,4.75,1.93,4.87,190,No,SI,0.9740,
102,S,Pass,Pass,0,5.93,5.93,0.0,5.55,0.0,5.6,0.0,5.67,0.0,5.71,0,No,SI,0.9526,1NT
102,W,Pass,3Pic,370,8.31,8.31,3.56,5.06,0.0,3.54,0.0,4.21,0.0,4.21,0,No,NO,0.9324,1NT - Pass
102,N,2Tre,Pass,0,10.18,10.18,1.1,3.89,0.84,3.93,1.03,4.45,1.2,4.41,210,Si,NO,0.3307,1NT - Pass - Pass
102,E,Pass,3NT,390,18.56,18.56,2.13,4.33,1.55,3.89,2.27,4.64,2.33,4.95,0,No,NO,0.9458,1NT - Pass - Pass - 2Tre
102,S,2Cor,3NT,390,4.74,4.74,1.76,3.02,0.0,1.58,0.0,1.74,0.0,2.07,250,No,NO,1.0000,1NT - Pass - Pass - 2Tre - Pass
102,W,Pass,Pass,0,6.01,6.01,1.66,3.35,0.47,3.2,0.12,3.31,0.0,3.38,0,No,SI,0.6851,1NT - Pass - Pass - 2Tre - Pass - 2Cor
102,N,Pass,Pass,0,8.99,8.99,0.95,3.93,0.84,4.21,0.59,4.4,0.91,4.42,0,No,SI,0.6358,1NT - Pass - Pass - 2Tre - Pass - 2Cor - Pass
102,E,Pass,3NT,390,14.79,14.79,1.82,3.84,1.24,3.5,1.88,4.05,1.9,4.32,0,No,NO,0.7289,1NT - Pass - Pass - 2Tre - Pass - 2Cor - Pass - Pass
103,S,Pass,Pass,0,6.07,6.07,0.0,5.1,0.0,5.43,0.0,5.46,0.0,5.38,0,No,SI,0.9309,
103,W,Pass,Pass,0,5.96,5.96,0.0,5.11,0.0,5.8,0.0,5.52,0.0,5.55,0,No,SI,0.6659,Pass
103,N,1Tre,1Tre,110,17.37,17.37,2.0,5.15,0.76,4.35,0.93,4.98,1.34,5.93,110,No,SI,0.9928,Pass - Pass
103,E,1NT,1Pic,170,6.12,6.12,1.03,2.23,0.29,2.01,0.8,2.55,0.03,2.27,190,No,NO,0.9998,Pass - Pass - 1Tre
103,S,X,Pass,0,7.68,7.68,0.0,4.62,0.0,4.6,0.0,5.07,0.07,5.24,191,No,NO,0.8981,Pass - Pass - 1Tre - 1NT
103,W,Pass,3Dia,330,5.74,5.74,0.0,2.96,0.84,3.75,0.72,4.09,1.16,4.47,0,No,NO,0.3826,Pass - Pass - 1Tre - 1NT - X
103,N,Pass,3Dia,330,15.49,15.49,2.84,5.29,0.89,3.96,1.21,4.78,0.43,4.47,0,No,NO,0.9993,Pass - Pass - 1Tre - 1NT - X - Pass
103,E,Pass,3NT,390,9.29,9.29,2.61,4.86,0.0,2.74,0.47,3.37,0.0,3.42,0,No,NO,1.0000,Pass - Pass - 1Tre - 1NT - X - Pass - Pass
104,W,1Dia,1Dia,130,15.89,15.89,0.0,4.08,0.0,4.01,4.34,9.11,0.0,5.1,130,No,SI,1.0000,
104,N,X,1Pic,170,10.29,10.29,3.34,5.66,0.0,2.84,0.07,3.3,0.0,3.63,131,No,NO,1.0000,1Dia
104,E,3Dia,4Pic,470,10.59,10.59,1.63,5.12,0.0,4.4,0.0,4.45,0.13,4.67,330,No,NO,0.9209,1Dia - X
104,S,3Cor,Pass,0,2.18,2.18,0.7,1.6,0.03,1.32,0.11,1.38,0.19,1.55,350,No,NO,0.9655,1Dia - X - 3Dia
104,W,4Dia,4NT,490,10.4,10.4,0.0,2.64,0.0,2.83,1.81,4.07,0.49,3.69,430,No,NO,0.5356,1Dia - X - 3Dia - 3Cor
104,N,Pass,Pass,0,14.6,14.6,1.55,3.98,2.34,4.41,0.98,4.19,1.3,4.34,0,No,SI,0.6686,1Dia - X - 3Dia - 3Cor - 4Dia
104,E,Pass,Pass,0,12.47,12.47,2.54,5.21,0.0,4.28,0.0,4.89,0.57,4.77,0,No,SI,0.8622,1Dia - X - 3Dia - 3Cor - 4Dia - Pass
104,S,Pass,5Dia,530,2.55,2.55,0.33,1.81,0.11,2.0,0.1,2.07,0.41,2.1,0,No,NO,0.8050,1Dia - X - 3Dia - 3Cor - 4Dia - Pass - Pass
105,N,Pass,Pass,0,6.12,6.12,0.0,5.24,0.0,5.47,0.0,5.62,0.0,5.48,0,No,SI,0.9410,
105,E,Pass,Pass,0,5.66,5.66,0.0,5.37,0.0,5.88,0.0,5.73,0.0,5.62,0,No,SI,0.9605,Pass
105,S,1Cor,1Cor,150,16.19,16.19,0.71,4.95,4.73,7.86,0.0,5.38,0.0,5.53,150,No,SI,0.9997,Pass - Pass
105,W,1Pic,2Cor,250,12.4,12.4,1.69,5.29,2.81,5.94,0.0,4.95,0.12,5.19,170,No,NO,0.7657,Pass - Pass - 1Cor
105,N,Pass,Pass,0,6.35,6.35,0.08,5.47,0.0,5.06,0.0,5.36,0.0,5.38,0,No,SI,0.8437,Pass - Pass - 1Cor - 1Pic
105,E,Pass,4Pic,470,8.32,8.32,1.71,4.17,0.0,3.95,0.08,4.26,0.56,4.16,0,No,NO,0.5345,Pass - Pass - 1Cor - 1Pic - Pass
105,S,X,4Pic,470,16.21,16.21,0.54,4.72,4.02,7.12,0.15,5.5,0.0,5.2,171,No,NO,0.8486,Pass - Pass - 1Cor - 1Pic - Pass - Pass
105,W,Pass,5Dia,530,3.11,3.11,1.38,2.34,0.0,1.27,0.0,1.21,0.0,1.64,0,No,NO,1.0000,Pass - Pass - 1Cor - 1Pic - Pass - Pass - X
105,N,2Cor,Pass,0,7.62,7.62,0.27,3.25,2.69,5.23,0.0,4.15,0.95,4.58,250,No,NO,0.7620,Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass
105,E,Pass,Pass,0,5.7,5.7,0.62,4.9,0.0,4.67,0.0,4.83,0.0,4.75,0,No,SI,1.0000,Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass - 2Cor
105,S,2Pic,5Pic,570,16.69,16.69,1.19,4.68,1.35,4.88,0.88,4.93,0.34,5.18,270,Si,NO,0.5050,Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass - 2Cor - Pass
105,W,Pass,6Dia,630,8.5,8.5,3.03,5.26,0.0,2.51,0.0,2.81,0.0,3.32,0,No,NO,0.9999,Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass - 2Cor - Pass - 2Pic
105,N,3Cor,Pass,0,8.27,8.27,0.88,4.6,0.0,4.4,0.19,4.82,0.24,4.78,350,No,NO,0.9992,Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass - 2Cor - Pass - 2Pic - Pass
105,E,Pass,Pass,0,5.31,5.31,0.28,4.45,0.0,4.5,0.0,4.64,0.0,4.55,0,No,SI,1.0000,Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass - 2Cor - Pass - 2Pic - Pass - 3Cor
105,S,Pass,Pass,0,7.76,7.76,1.06,3.27,1.45,3.7,0.39,3.55,0.77,3.78,0,Si,SI,0.9869,Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass - 2Cor - Pass - 2Pic - Pass - 3Cor - Pass
105,W,Pass,6Dia,630,3.83,3.83,1.51,2.58,0.0,1.4,0.0,1.47,0.0,1.82,0,No,NO,1.0000,Pass - Pass - 1Cor - 1Pic - Pass - Pass - X - Pass - 2Cor - Pass - 2Pic - Pass - 3Cor - Pass - Pass
106,E,1Cor,1Cor,150,14.52,14.52,0.0,4.67,4.9,8.32,0.0,5.54,0.0,5.37,150,No,SI,0.9986,
106,S,2Dia,1Pic,170,11.1,11.1,0.0,4.02,0.0,3.71,0.0,4.1,4.17,7.86,230,No,NO,0.7289,1Cor
106,W,3Dia,4Pic,470,16.93,16.93,1.71,4.33,1.13,3.96,1.18,4.42,0.8,4.63,330,Si,NO,0.7168,1Cor - 2Dia
106,N,Pass,Pass,0,4.86,4.86,0.68,4.45,0.0,4.42,0.0,4.45,0.0,4.44,0,No,SI,0.8846,1Cor - 2Dia - 3Dia
106,E,3Cor,Pass,0,10.23,10.23,1.19,4.06,1.79,4.54,0.0,4.05,0.0,4.28,350,No,NO,0.5014,1Cor - 2Dia - 3Dia - Pass
106,S,Pass,5Cor,550,10.92,10.92,1.58,4.3,0.81,3.79,0.11,4.01,1.4,5.02,0,No,NO,0.9941,1Cor - 2Dia - 3Dia - Pass - 3Cor
106,W,Pass,6Dia,630,2.99,2.99,1.07,1.93,0.0,1.21,0.07,1.33,0.0,1.54,0,Si,NO,1.0000,1Cor - 2Dia - 3Dia - Pass - 3Cor - Pass
106,N,Pass,Pass,0,6.54,6.54,1.06,5.57,0.0,5.19,0.0,5.24,0.0,5.15,0,No,SI,1.0000,1Cor - 2Dia - 3Dia - Pass - 3Cor - Pass - Pass
107,S,Pass,Pass,0,6.07,6.07,0.0,5.1,0.0,5.43,0.0,5.46,0.0,5.38,0,No,SI,0.9309,
107,W,1Dia,1Dia,130,15.61,15.61,0.0,3.99,0.0,3.88,4.27,8.96,0.0,5.07,130,No,SI,1.0000,Pass
107,N,X,1Pic,170,10.3,10.3,3.33,5.66,0.0,2.85,0.08,3.31,0.0,3.63,131,No,NO,1.0000,Pass - 1Dia
107,E,1Pic,Pass,0,12.12,12.12,2.55,5.61,1.39,4.83,0.0,4.45,0.2,4.61,170,Si,NO,0.5257,Pass - 1Dia - X
107,S,2Cor,Pass,0,7.44,7.44,0.84,3.81,1.61,4.68,0.0,3.93,1.09,4.64,250,No,NO,0.3605,Pass - 1Dia - X - 1Pic
107,W,Pass,2Cor,250,9.9,9.9,0.0,2.93,0.0,2.93,1.55,4.21,1.07,4.0,0,No,NO,0.4269,Pass - 1Dia - X - 1Pic - 2Cor
107,N,Pass,2NT,290,18.85,18.85,1.52,4.26,2.66,4.41,1.09,4.38,1.35,4.5,0,No,NO,0.9747,Pass - 1Dia - X - 1Pic - 2Cor - Pass
107,E,Pass,Pass,0,6.84,6.84,0.25,4.86,1.27,6.18,0.0,5.04,0.0,5.17,0,Si,SI,0.8633,Pass - 1Dia - X - 1Pic - 2Cor - Pass - Pass
108,W,3Cor,3Pic,370,8.16,8.16,2.66,4.67,0.0,3.83,0.0,4.27,0.42,4.46,350,No,NO,0.4924,
108,N,Pass,Pass,0,5.96,5.96,0.0,5.47,0.0,5.84,0.0,5.63,0.0,5.57,0,No,SI,0.9689,3Cor
108,E,4Cor,3NT,390,1.54,1.54,0.37,0.98,0.04,0.95,0.12,0.97,0.09,1.08,450,No,NO,0.7514,3Cor - Pass
108,S,X,5Dia,530,25.21,25.21,2.74,4.85,1.65,3.39,2.04,4.58,2.81,5.62,451,No,NO,0.4456,3Cor - Pass - 4Cor
108,W,Pass,Pass,0,7.41,7.41,1.16,3.59,1.05,3.89,0.0,3.79,0.03,4.09,0,No,SI,0.9414,3Cor - Pass - 4Cor - X
108,N,Pass,5Cor,550,6.68,6.68,0.27,2.98,1.45,3.79,0.55,3.67,0.55,3.53,0,Describe,NO,0.8400,3Cor - Pass - 4Cor - X - Pass
108,E,Pass,Pass,0,1.45,1.45,0.59,1.2,0.0,0.94,0.0,0.88,0.04,1.09,0,No,SI,0.9993,3Cor - Pass - 4Cor - X - Pass - Pass
109,N,Pass,Pass,0,6.12,6.12,0.0,5.24,0.0,5.47,0.0,5.62,0.0,5.48,0,No,SI,0.9410,
109,E,1NT,1NT,190,18.29,18.29,2.19,4.7,1.44,4.23,2.31,4.96,2.07,5.13,190,No,SI,0.9849,Pass
109,S,Pass,Pass,0,5.97,5.97,0.0,5.36,0.0,5.18,0.0,5.53,0.0,5.58,0,No,SI,0.9574,Pass - 1NT
109,W,2Tre,2Dia,230,9.8,9.8,0.49,4.1,0.93,4.82,1.02,5.5,0.06,4.43,210,Si,NO,0.9991,Pass - 1NT - Pass
109,N,Pass,Pass,0,5.77,5.77,0.0,5.1,0.0,4.94,0.0,5.18,0.0,5.07,0,No,SI,0.9903,Pass - 1NT - Pass - 2Tre
109,E,2Cor,2Cor,250,15.71,15.71,1.39,4.4,2.59,5.43,1.03,4.88,1.18,4.95,250,No,SI,0.4965,Pass - 1NT - Pass - 2Tre - Pass
109,S,Pass,Pass,0,6.09,6.09,0.0,5.57,0.0,5.44,0.0,5.77,0.0,5.82,0,No,SI,0.9550,Pass - 1NT - Pass - 2Tre - Pass - 2Cor
109,W,3Tre,4Dia,430,14.46,14.46,0.0,3.56,0.0,2.64,3.7,5.9,0.15,4.25,310,Si,NO,0.6129,Pass - 1NT - Pass - 2Tre - Pass - 2Cor - Pass
109,N,Pass,Pass,0,6.27,6.27,0.0,5.68,0.0,5.41,0.0,5.58,0.0,5.55,0,No,SI,0.9775,Pass - 1NT - Pass - 2Tre - Pass - 2Cor - Pass - 3Tre
109,E,3Pic,Pass,0,15.62,15.62,1.5,4.53,2.32,5.31,0.67,4.78,1.05,5.05,370,Si,NO,0.4518,Pass - 1NT - Pass - 2Tre - Pass - 2Cor - Pass - 3Tre - Pass
