Board;Jugador;Subasta_Real;Grilla;Force;Min_HCP;Max_HCP;Min_S;Max_S;Min_H;Max_H;Min_D;Max_D;Min_C;Max_C;Subasta_Predicha;Es_Correcta;Confianza;Subasta_Previa
112;E;Pass;0;No;11;14;0;4;0;3;4;6;0;5;Pass;SI;0.5102;Pass - Pass - 1Dia - X - 1Cor - 1Pic - Pass - 2Cor - 3Dia - 3Cor - Pass - 4Cor - Pass - Pass
113;N;1Tre;110;No;11;21;0;4;0;4;4;5;2;9;1Tre;SI;0.9996;
113;E;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9975;1Tre
113;S;1Pic;170;Si;5;22;4;8;0;5;0;6;0;6;1Pic;SI;0.9999;1Tre - Pass
113;W;2Cor;250;No;8;18;0;4;5;7;0;5;0;5;X;NO;0.6849;1Tre - Pass - 1Pic
113;N;4Pic;470;No;11;14;4;5;0;3;0;3;6;7;2Tre;NO;0.2555;1Tre - Pass - 1Pic - 2Cor
113;E;5Cor;550;No;3;15;0;5;3;6;0;6;0;5;4Dia;NO;0.5104;1Tre - Pass - 1Pic - 2Cor - 4Pic
113;S;Pass;0;Si;5;16;4;8;0;3;0;6;0;6;Pass;SI;0.8785;1Tre - Pass - 1Pic - 2Cor - 4Pic - 5Cor
113;W;Pass;0;No;8;18;0;4;5;7;0;5;0;5;5NT;NO;0.9823;1Tre - Pass - 1Pic - 2Cor - 4Pic - 5Cor - Pass
113;N;5Pic;570;No;11;14;4;5;0;3;0;3;6;7;6Dia;NO;0.9033;1Tre - Pass - 1Pic - 2Cor - 4Pic - 5Cor - Pass - Pass
113;E;Pass;0;No;3;15;0;5;3;6;0;6;0;5;6Dia;NO;0.4587;1Tre - Pass - 1Pic - 2Cor - 4Pic - 5Cor - Pass - Pass - 5Pic
113;S;Pass;0;Si;5;16;4;8;0;3;0;6;0;6;5Dia;NO;0.9788;1Tre - Pass - 1Pic - 2Cor - 4Pic - 5Cor - Pass - Pass - 5Pic - Pass
113;W;Pass;0;No;8;18;0;4;5;7;0;5;0;5;6Cor;NO;0.5651;1Tre - Pass - 1Pic - 2Cor - 4Pic - 5Cor - Pass - Pass - 5Pic - Pass - Pass
114;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9992;
114;S;1Dia;130;No;11;21;0;4;0;4;4;9;0;6;1Dia;SI;0.9984;Pass
114;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.989;Pass - 1Dia
114;N;1Pic;170;Si;5;22;4;8;0;5;0;5;0;6;1Pic;SI;0.9992;Pass - 1Dia - Pass
114;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9888;Pass - 1Dia - Pass - 1Pic
114;S;2Pic;270;No;11;14;3;4;0;4;4;9;0;6;1NT;NO;0.9211;Pass - 1Dia - Pass - 1Pic - Pass
114;W;Pass;0;No;0;14;0;6;0;6;0;6;0;6;Pass;SI;0.9912;Pass - 1Dia - Pass - 1Pic - Pass - 2Pic
114;N;Pass;0;Si;5;10;4;7;0;5;0;5;0;6;Pass;SI;0.4326;Pass - 1Dia - Pass - 1Pic - Pass - 2Pic - Pass
114;E;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9994;Pass - 1Dia - Pass - 1Pic - Pass - 2Pic - Pass - Pass
115;S;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9962;
115;W;Pass;0;No;0;11;0;6;0;6;0;6;0;6;Pass;SI;0.9939;Pass
115;N;3Dia;330;No;0;12;0;4;0;4;6;7;0;5;1Pic;NO;0.7021;Pass - Pass
115;E;X;331;No;12;25;0;8;0;8;0;4;0;8;X;SI;0.9999;Pass - Pass - 3Dia
115;S;4Dia;430;No;0;11;0;6;0;6;3;4;0;6;Pass;NO;0.994;Pass - Pass - 3Dia - X
115;W;4Cor;450;No;8;11;0;3;4;6;0;3;0;6;4NT;NO;0.2442;Pass - Pass - 3Dia - X - 4Dia
115;N;Pass;0;No;0;12;0;4;0;4;6;7;0;5;3NT;NO;0.5912;Pass - Pass - 3Dia - X - 4Dia - 4Cor
115;E;Pass;0;No;12;18;3;5;3;5;0;3;2;5;4NT;NO;0.8792;Pass - Pass - 3Dia - X - 4Dia - 4Cor - Pass
115;S;Pass;0;No;0;11;0;6;0;6;3;4;0;6;Pass;SI;0.9996;Pass - Pass - 3Dia - X - 4Dia - 4Cor - Pass - Pass
